Name,City,State
"Maharana Pratap University of Agriculture and Technology, Udaipur",Udaipur,Rajasthan
"Sri Aurobindo Institute of Technology, Indore",Bhawrasla,Madhya Pradesh
"T John Institute of Technology, Bangalore",Bangalore,Karnataka
"Phonics Group of Institutions, Roorkee",Imli Khera,Uttarakhand
"JECRC UDML College of Engineering, Jaipur",Kookas,Rajasthan
"Mata Rajkaur Institute of Engineering and Technology, Rewari",Rewari,Haryana
"Trinity College of Engineering, Thiruvananthapuram",Thiruvananthapuram,Kerala
"SSM Institute of Engineering and Technology, Dindigul",Dindigul,Tamil Nadu
"Bharathiar College of Engineering and Technology, Karaikal",Karaikal,Puducherry
"Khandesh College Education Society's College of Engineering and Management, Jalgaon",Jalgaon,Maharashtra
"Ponjesly College of Engineering, Nagercoil",Nagercoil,Tamil Nadu
"Kshatriya College of Engineering, Nizamabad",Kotha Armur,Telangana
"Nagpur Institute of Technology, Nagpur",Mahurzari,Maharashtra
"SBM College of Engineering and Technology, Dindigul",Ammakulathupatti,Tamil Nadu
"MG Institute of Management and Technology, Lucknow",Lucknow,Uttar Pradesh
"Shree Rayeshwar Institute of Engineering and Information Technology, Goa",Shiroda,Goa
"SAMS College of Engineering and Technology, Chennai",Chennai,Tamil Nadu
"Eswar College of Engineering, Narasaraopet",Narasaraopet,Andhra Pradesh
"Dr Daulatrao Aher College of Engineering, Karad",Karad,Maharashtra
"JK Institute of Engineering, Bilaspur",Bilaspur,Chhattisgarh
"Arvind Gavali College of Engineering, Satara",Satara,Maharashtra
"Vidya Prasarini Sabha's College of Engineering and Technology, Lonavala",Lonavala,Maharashtra
"Future Institute of Technology, Kolkata",Kolkata,West Bengal
"All India Shri Shivaji Memorial Society's Polytechnic, Pune",Pune,Maharashtra
"Tura Polytechnic, Tura",Tura,Meghalaya
"Badriprasad Institute of Technology, Sambalpur",Sambalpur,Odisha
"Shree NM Gopani Polytechnic Institute, Ranpur",Kinara,Gujarat
"Kashi Nath Institute of Technology, Ghazipur",Ghazipur,Uttar Pradesh
"Government Polytechnic, Bicholim",Bicholim,Goa
"Capital College of Architecture, Coimbatore",Coimbatore,Tamil Nadu
"Meenakshi Krishnan Polytechnic College, Chennai",Chennai,Tamil Nadu
"Bakhshi Polytechnic, Jaunpur",Machhali Shahar,Uttar Pradesh
"Shree Dhanvantary College of Diploma Engineering, Surat",Surat,Gujarat
"St Xavier's Technical Institute, Mumbai",Mumbai,Maharashtra
"Government Girls Polytechnic, Shamli",Shamli,Uttar Pradesh
"Parul Polytechnic Institute, Vadodara",Waghodia,Gujarat
"Shri Kashi Chandradev Yadav Polytechnic, Azamgarh",Azamgarh,Uttar Pradesh
"Pacific Polytechnic College, Udaipur",Udaipur,Rajasthan
"Institute of Printing Technology, Chennai",Chennai,Tamil Nadu
"Government Engineering College, West Champaran",West Champaran,Bihar
"Khyati School of Engineering, Ahmedabad",Ahmedabad,Gujarat
"Bharati Vidyapeeth Institute of Technology Polytechnic, Navi Mumbai",Navi Mumbai,Maharashtra
"Bomma Institute of Technology and Science, Khammam",Basvapuram,Telangana
"CAPE Institute of Technology, Tirunelveli",Tirunelveli,Tamil Nadu
"APS College of Engineering, Bangalore",Bangalore,Karnataka
"Institute of Mass Communication and Media Technology, Kurukshetra University, Kurukshetra",Jind,Haryana
"Netaji Subhas University, Jamshedpur",Pokhari,Jharkhand
"Mangalore University, Mangalore",Mangalore,Karnataka
"Dr Panjabrao Deshmukh Krishi Vidyapeeth, Akola",Akola,Maharashtra
"Tamil Nadu Dr J Jayalalithaa Fisheries University, Nagapattinam",Nagapattinam,Tamil Nadu
"Central Institute of Plastics Engineering and Technology, Aurangabad",Aurangabad,Maharashtra
"Jaypee University, Anoopshahr",Anupshahar,Uttar Pradesh
"Government Polytechnic, Kohima",Kohima,Nagaland
"VPMs Maharshi Parshuram College of Engineering, Ratnagiri",Velaneshwar,Maharashtra
"Vaigai College of Engineering, Madurai",Therkku Theru,Tamil Nadu
"Madhira Institute of Technology and Science, Kodad",Seethalathanda,Telangana
"Universal Engineering College, Thrissur",Thrissur,Kerala
"Vision Institute of Technology, Kanpur",Kanpur,Uttar Pradesh
"Girijabai Sail Institute of Technology, Karwar",Majali,Karnataka
"Sagar Institute of Research Technology and Science, Bhopal",Bhopal,Madhya Pradesh
"Sanjeevan Engineering and Technology Institute, Kolhapur",Kolhapur,Maharashtra
"Shatabdi Institute of Engineering and Research, Nashik",Agaskhind,Maharashtra
"SCAD College of Engineering and Technology, Tirunelveli",Cheranmahadevi,Tamil Nadu
"Karpaga Vinayaga College of Engineering and Technology, Kancheepuram",Manapakkam,Tamil Nadu
"Kalol Institute of Technology and Research Centre, Kalol",Piyaj,Gujarat
"Megha Institute of Engineering and Technology for Women, Ghatkesar",Marripalligudem,Telangana
"JJ College of Engineering and Technology, Tiruchirappalli",Poolangulathupatti,Tamil Nadu
"Arunai College of Engineering, Tiruvannamalai",Thenmathur,Tamil Nadu
"DJR College of Engineering and Technology, Vijayawada",Vijayawada,Andhra Pradesh
"Rajiv Gandhi Recs Polytechnic, Anakapalli",Anakapalle,Andhra Pradesh
"Government Polytechnic, Palanpur",Palanpur,Gujarat
"Pattukkottai Polytechnic College, Pattukkottai",Pattukkottai,Tamil Nadu
"Government Polytechnic, Fatehpur",Narayanpur,Uttar Pradesh
"Sharad Institute of Technology, Polytechnic, Yadrav",Ichalkaranji,Maharashtra
"Rane Polytechnic Technical Campus, Tiruchirappalli",Melapachchakudi,Tamil Nadu
"Government Polytechnic College, Sikar",Sikar,Rajasthan
"Birla Technical Training Institute, Pilani",Pilani,Rajasthan
"MSD Polytechnic College, Azamgarh",Azamgarh,Uttar Pradesh
"Purulia Polytechnic, Purulia",Purulia,West Bengal
"Abhaysinhraje Bhonsle Institute of Technology, Satara",Satara,Maharashtra
"GV Acharya Polytechnic, Karjat",Karjat,Maharashtra
"Aditya Polytechnic College, Beed",Beed,Maharashtra
"Government Polytechnic For Women, Jammu",Jammu,Jammu and Kashmir
"Gobindapur Polytechnic College, Gobindapur",Gobindapur,West Bengal
"GMB Polytechnic, Rajula",Rajula,Gujarat
"GT Government Polytechnic College, Jaora",Jaora,Madhya Pradesh
"Rajiv Gandhi Polytechnic, Udgir",Udgir,Maharashtra
"Sri BalaKrishna Polytechnic College, Salem",Omalur,Tamil Nadu
"Arambagh Government Polytechnic, Hooghly",Arambagh,West Bengal
"Government Polytechnic, Dhenkanal",Dhenkanal,Odisha
"Ram Krishana Dharmarth Foundation University, Ranchi",Ranchi,Jharkhand
"Adsul's Technical Campus, Ahmednagar",Chas,Maharashtra
"Apollo Institute of Technology, Kanpur",Tiwaripur Salempur,Uttar Pradesh
"Bharathidasan Engineering College, Natarampalli",Bandarapalli,Tamil Nadu
"Hi-Tech Institute of Technology, Bhubaneswar",Khurdha,Odisha
"Global Research Institute of Management and Technology, Yamuna Nagar",Radaur,Haryana
"Ganapathy Engineering College, Warangal",Warangal,Telangana
"College of Engineering, Karunagappally",Karunagappally,Kerala
"Dhruva Institute of Engineering and Technology, Hyderabad",Dothigudem,Telangana
MRIIRS Faridabad - Manav Rachna International Institute of Research and Studies,Faridabad,Haryana
"Madurai Kamaraj University, Madurai",Madurai,Tamil Nadu
"DA Degree Engineering and Technology, Mahemdabad",Mahemdabad,Gujarat
"Neotech Institute of Technology, Vadodara",Virod,Gujarat
"SRM University, Sikkim",Gangtok,Sikkim
"Bharatiya Kala Prasarini Sabha's College of Architecture, Pune",Pune,Maharashtra
"Swathi Institute of Technology and Sciences, Hayathnagar",Hyderabad,Telangana
"Swarna Bharathi Institute of Science and Technology, Khammam",Khammam,Telangana
"Rajas Engineering College, Vadakkangulam - Rajas Engineering College",Vadakankulam,Tamil Nadu
"Dr Paul Raj Engineering College, East Godavari",East Godavari,Andhra Pradesh
"Veerappa Nisty Engineering College, Shorapur",Yadgir,Karnataka
"Vedica Institute of Technology, Bhopal",Bhopal,Madhya Pradesh
"Piloo Mody College of Architecture, Cuttack",Cuttack,Odisha
"Anjuman Institute of Technology and Management, Bhatkal",Bhatkal,Karnataka
"SNJB's Late Sau Kantabai Bhavarlalji Jain College of Engineering, Nashik",Nashik,Maharashtra
"Sardar Patel College of Technology, Balaghat",Balaghat,Madhya Pradesh
"Yashoda Technical Campus, Satara",Satara,Maharashtra
"Pandit Dev Prabhakar Shastri College of Technology, Chhatarpur",Chhatarpur,Madhya Pradesh
"Potti Sriramulu Chalavadi Mallikharjuna Rao College of Engineering and Technology, Vijayawada",Vijayawada,Andhra Pradesh
"KMCT College of Engineering, Kozhikode",Poolacode,Kerala
"SD College of Engineering and Technology, Muzaffarnagar",Muzaffarnagar,Uttar Pradesh
"Joginpally B R Engineering College, Moinabad",Hyderabad,Telangana
"Rajdhani Engineering College, Jaipur",Jaisinghpura at Roopwas,Rajasthan
"RTE Society's Rural Engineering College, Hulkoti",Hulkoti,Karnataka
"Maha Barathi Engineering College, Villupuram",Vasudevanur,Tamil Nadu
"MES College of Engineering and Technology, Kunnukara",Kunnukara,Kerala
"Maria College of Engineering and Technology, Kanyakumari",Attoor,Tamil Nadu
"Sanketika Institute of Technology and Management, Visakhapatnam",Visakhapatnam,Andhra Pradesh
"Arya College of Engineering and Research Centre, Jaipur",Jaipur,Rajasthan
"Doon Institute of Engineering and Technology, Dehradun",Rishikesh,Uttarakhand
"Info Institute of Engineering, Coimbatore",Kovilpalayam,Tamil Nadu
"Indira Institute of Engineering and Technology, Thiruvallur",Tiruvallur,Tamil Nadu
"OASYS Institute of Technology, Tiruchirappalli",Pulivalam,Tamil Nadu
"Biluru Gurubasava Mahaswamiji Institute of Technology, Mudhol",Mudhol Rural,Karnataka
"Ideal Institute of Technology, Wada",Posheri,Maharashtra
"Agrasen Polytechnic College, Balod",Balod,Chhattisgarh
"BITS College of Polytechnic, Bhiwani",Bhiwani,Haryana
"KPS Institute of Polytechnic, Hooghly",Hooghly,West Bengal
"Ranganathan Architecture College, Coimbatore",Pullagoundenpudhur,Tamil Nadu
"Anjana Institute of Technical Education, Pratapgarh",Ajgara,Uttar Pradesh
"RL Institute of Nautical Sciences, Madurai",Madurai,Tamil Nadu
"Bhaavya Technical Institute, Agra",Agra,Uttar Pradesh
"Shivalik Polytechnic, Una",Haroli,Himachal Pradesh
"Shiva Polytechnic Institute and Management College, Muzaffarnagar",Bilaspur,Uttar Pradesh
"Oriental Institute of Science and Technology, Indore",Indore,Madhya Pradesh
"Government Polytechnic, Gadchiroli",Indala,Maharashtra
"RP Educational Trust Group of Institutions, Karnal",Gharaunda,Haryana
"Government Polytechnic, Jagannathpur",Jagannathpur,Jharkhand
"MIT College of Food Technology, Pune",Pune,Maharashtra
"SAGE University, Bhopal Campus",Bhopal,Madhya Pradesh
"Al-Habeeb College of Engineering and Technology, Hyderabad",Hyderabad,Telangana
"Brindavan Institute of Technology and Science, Kurnool",Chinna Tekuru,Andhra Pradesh
"Gurgaon College of Engineering, Gurgaon",Bilaspur Khurd,Haryana
"Christu Jyothi Institute of Technology and Science, Warangal",Warangal,Telangana
"College of Engineering, Pathanapuram",Pathanapuram,Kerala
"Kalpataru Institute of Technology, Tumkur",Tiptur,Karnataka
"Faculty of Engineering and Technology, Agra College, Agra",Agra,Uttar Pradesh
"Shri Jeet Ram Smarak Institute of Engineering and Technology, Bareilly",Bareilly,Uttar Pradesh
"Guru Angad Dev Veterinary and Animal Sciences University, Ludhiana",Ludhiana,Punjab
"Magadh University, Bodhgaya",Dhandhwa,Bihar
"State University of Performing and Visual Arts, Rohtak",Rohtak,Haryana
"RVS Padhmavathy School of Architecture, Chennai",Sulur,Tamil Nadu
"Indira Gandhi University, Meerpur",Meerpur,Haryana
"BN College of Engineering and Technology, Lucknow",Bargadi Magath,Uttar Pradesh
"Synergy Institute of Technology, Bhubaneswar",Bhubaneswar,Odisha
"Akila College of Engineering and Management Technology, Bathinda",Chak Goniana Khurd,Punjab
"Parul Institute of Architecture and Research, Vadodara",Limda,Gujarat
"Vishveshwarya Group of Institutions, Gautam Buddha Nagar",Dadri,Uttar Pradesh
"Government Engineering College, Palanpur",Jagana,Gujarat
"Farah Institute of Technology, Chevella",Chevella,Telangana
"Vemu Institute of Technology, Chittoor",Karini Palli,Andhra Pradesh
"St Michael College of Engineering and Technology, Kalayarkoil",Kalayarkoil,Tamil Nadu
"Sriram Engineering College, Thiruvallur",Perumalpattu,Tamil Nadu
"Sri Venkateswaraa College of Technology, Sriperumbudur",Sriperumbudur,Tamil Nadu
"Vilasrao Deshmukh Foundation Group of Institutions- School of Engineering and Technology, Latur",Harangul Bk.,Maharashtra
"Yadavrao Tasgaonkar Institute of Engineering and Technology, Raigad",Karjat,Maharashtra
"Prime College of Engineering, Palakkad",Pallatheri,Kerala
"PB College of Engineering, Kancheepuram",Kancheepuram,Tamil Nadu
"Jhulelal Institute of Technology, Nagpur",Nagpur,Maharashtra
"KS School of Engineering and Management, Bangalore",Bangalore,Karnataka
"Shree Motilal Kanhaiyalal Fomra Institute of Technology, Chennai",Chennai,Tamil Nadu
"Ipcowala Institute of Engineering and Technology, Anand",Dharmaj,Gujarat
"Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology, Khalapur",Kumbhivali,Maharashtra
"City Institute of Technical Education, Rourkela",Rourkela,Odisha
"Bharti College of Polytechnic, Durg",Durg,Chhattisgarh
"NPA Centenary Polytechnic College, Kotagiri",Kotagiri,Tamil Nadu
"Kingston Polytechnic College, Duttapukur",Kolkata,West Bengal
"Vedavyasa College of Architecture, Malappuram",Malappuram,Kerala
"Viva School of Architecture, Vasai",Shirgaon,Maharashtra
"Acharya Shrimannarayan Polytechnic, Wardha",Wardha,Maharashtra
"Ratnapuri Institute of Technology College of Polytechnic, Medak",Chintalcheru,Telangana
"Someshwar Polytechnic College, Someshwarnagar",Baramati,Maharashtra
"Jain Polytechnic, Belagavi",Belagavi,Karnataka
"Meenakshi Ammal Polytechnic College, Uthiramerur",Kancheepuram,Tamil Nadu
"Shree Bhagwat Institute of Technology, Varanasi",Varanasi,Uttar Pradesh
"Amity School of Engineering and Technology, Gwalior",Gwalior,Madhya Pradesh
"Government Polytechnic College, Vandiperiyar",Idukki,Kerala
"Srinivasa Subbaraya Polytechnic College, Nagapattinam",Nagapattinam,Tamil Nadu
"Engineering Institute For Junior Executives, Howrah",Howrah,West Bengal
"Government Polytechnic, Gudur",Gudur,Andhra Pradesh
"Trimurti Institute of Technology Polytechnic, Jalgaon",Paldhi,Maharashtra
"Maharishi Kashyap Government Polytechnic, Jattal",Panipat,Haryana
"KK Polytechnic, Dhanbad",Dhanbad,Jharkhand
"Government Polytechnic, Gonda",Gonda,Uttar Pradesh
"Government Hydro Engineering College, Bilaspur",Bilaspur,Himachal Pradesh
"RMS Polytechnic, Vadodara",Vadodara,Gujarat
"College of Agricultural Engineering, Pusa",Pusa,Bihar
"Government Engineering College, Aurangabad, Bihar",Aurangabad,Bihar
"Allenhouse Institute of Technology, Kanpur",Rooma,Uttar Pradesh
"Agnos College of Technology, Bhopal",Bhopal,Madhya Pradesh
"Christ Knowledge City, Ernakulam",Ernakulam,Kerala
"Chhatrapati Shivaji Institute of Technology, Durg",Durg,Chhattisgarh
"Chhatratpati Shahuji Maharaj College of Engineering and Technology, Allahabad",Allahabad,Uttar Pradesh
"Angel College of Engineering and Technology, Tirupur",Pollikali Palayam,Tamil Nadu
GITAM Bhubaneswar - Gandhi Institute of Technology and Management,Bhubaneswar,Odisha
"ITM Institute of Technology and Management, Gwalior",Gwalior,Madhya Pradesh
"Manav Bharti University, Solan",Dhako,Himachal Pradesh
"Glocal School of Science and Technology, Saharanpur",Saharanpur,Uttar Pradesh
"Sandipani Technical Campus Faculty of Engineering and Polytechnic, Latur",Kolpa,Maharashtra
"Dr DY Patil School of Architecture, Pune",Pune,Maharashtra
"Sri Ramakrishna College of Engineering, Perambalur",Siruvachur,Tamil Nadu
"Sri Sai College of Engineering and Technology, Pathankot",Bungal,Punjab
"Proudadevaraya Institute of Technology, Hospet",Hosapete,Karnataka
"Bheemanna Khandre Institute of Technology, Bhalki",Bhalki,Karnataka
"Kopal Institute of Science and Technology, Bhopal",Bhopal,Madhya Pradesh
"Kommuri Pratap Reddy Institute of Technology, Ghatkesar",Ghatkesar,Telangana
"Khurana Sawant Institute of Engineering and Technology, Hingoli",Hingoli,Maharashtra
"Satya Group of Institutions, Faridabad",Faridabad,Haryana
"John Cox Memorial CSI Institute of Technology, Thiruvananthapuram",Thiruvananthapuram,Kerala
"Karnal Institute of Technology and Management, Karnal",Kunjpura,Haryana
"Rajendra Mane College of Engineering and Technology, Ratnagiri",Ambav,Maharashtra
"Raj Kumar Goel Engineering College, Ghaziabad",Pilkhuwa,Uttar Pradesh
"Sana Engineering College, Kodad",Kodad,Telangana
"Jayam College of Engineering and Technology, Dharmapuri",Dharmapuri,Tamil Nadu
"Azmet College of Engineering and Technology, Kishanganj",Kishanganj,Bihar
"Nizam Institute of Engineering and Technology, Hyderabad",Hyderabad,Telangana
"The New Horizons Institute of Technology, Durgapur",Durgapur,West Bengal
"KMEA College of Architecture, Aluva",Aluva,Kerala
"Asian College of Engineering and Technology, Coimbatore",Coimbatore,Tamil Nadu
"Nehru Memorial College, Puthanampatti",Puthanampatti,Tamil Nadu
"Nehru College of Aeronautics and Applied Sciences, Coimbatore",Coimbatore,Tamil Nadu
"Ganapati Institute of Engineering and Technology, Cuttack",Cuttack,Odisha
"Vikash Polytechnic, Bargarh",Saunthpur,Odisha
"Sri Rajiv Gandhi Polytechnic College, Erode",Thenmugam Vellode,Tamil Nadu
"Central Institute of Hand Tools, Jalandhar",Jalandhar,Punjab
"SA Polytechnic College, Chennai",Chennai,Tamil Nadu
"GET Group of Institution Faculty of Technology, Bazpur",Bazpur,Uttarakhand
"Trinity Polytechnic, Pune",Pune,Maharashtra
"Shantiniketan Polytechnic, Navi Mumbai",Navi Mumbai,Maharashtra
"Swami Vivekanand Institute of Polytechnic, Latur",Latur,Maharashtra
"Prime College of Architecture and Planning, Nagapattinam",Nagapattinam,Tamil Nadu
"Mahatma Jyotiba Phule Government Polytechnic, Kaushambi",Pata,Uttar Pradesh
"Shree Santkrupa Institute of Engineering and Technology, Satara",Karad,Maharashtra
"Bhailalbhai and Bhikhabhai Institute of Technology, Vallabh Vidyanagar",Anand,Gujarat
"Shree Niranjana Swamy Polytechnic, Mangalore",Mangalore,Karnataka
"SAR College of Architecture, Vijayawada",Agiripalli,Andhra Pradesh
"KET Polytechnic Institute, Mathura",Farah,Uttar Pradesh
"Don Bosco Polytechnic College, Thirukazhukundram",Thirukalukundram,Tamil Nadu
"Bhai Gurdas Polytechnic College, Sangrur",Sangrur,Punjab
"Punjab Institute of Technology, Moga",Moga,Punjab
"HMS School of Architecture, Tumkur",Tumkur,Karnataka
"SVS Polytechnic, Hanamkonda",Hanamkonda,Telangana
"Central Footwear Training Centre, South 24 Parganas",Achipur,West Bengal
"Government Polytechnic College, Ramanujganj",Ramanuj Ganj,Chhattisgarh
"Indo Swiss Training Centre, Chandigarh",Chandigarh,Chandigarh
"Pt JR Polytechnic College, Hoshiarpur",Hoshiarpur,Punjab
"Government Polytechnic College, Tondiarpet",Chennai,Tamil Nadu
"Basirhat Government Polytechnic, Basirhat",Basirhat,West Bengal
"Regional Institute of Printing Technology, Kolkata",Kolkata,West Bengal
"Government Engineering College, Nawada",Nawada,Bihar
"Shri Vishwakarma Skill University, Gurugram",Gurugram,Haryana
"Government Polytechnic, Curchorem",Curchorem,Goa
"Alwar Institute of Engineering and Technology, Alwar",Alwar,Rajasthan
"Genba Sopanroa Moze Trust's Parvatibai Genba Moze College of Engineering, Pune",Pune,Maharashtra
"Holy Crescent College of Architecture, Aluva",Aluva,Kerala
"Government Polytechnic for Girls, Patiala",Patiala,Punjab
"Raffles University, Neemrana",Neemrana,Rajasthan
"Vikrant Institute of Technology and Management, Gwalior",Ratwai,Madhya Pradesh
"Pacific Institute of Technology, Udaipur",Udaipur,Rajasthan
"Pallavi Engineering College, Hayathnagar",Abdullapurmet,Telangana
"Shri Ram Institute of Technology, Jabalpur",Jabalpur,Madhya Pradesh
"Sahyadri Valley College of Engineering and Technology, Pune",Pune,Maharashtra
"Rajaram Shinde College of Engineering, Chiplun",Chiplun,Maharashtra
"Shri Shirdi Sai Institute of Science and Engineering, Anantapur",Anantapur,Andhra Pradesh
"VV College of Engineering, Tirunelveli",Tirunelveli,Tamil Nadu
"Jaya Engineering College, Chennai",Thirunindravur,Tamil Nadu
"Aurora's Scientific Technological and Research Academy, Hyderabad",Hyderabad,Telangana
"Institute of Technology Roorkee, Roorkee",Roorkee,Uttarakhand
"ABSS Institute of Technology, Meerut",Meerut,Uttar Pradesh
"Nadar Saraswathi College of Arts and Science, Theni",Theni,Tamil Nadu
"Dr Bhim Rao Ambedkar Institute of Technology, Kaithal",Kaithal,Haryana
"Modish Institute of Polytechnic, Punhana",Ghira,Haryana
"BVVS Polytechnic, Bagalkot",Bagalkot,Karnataka
"KV Polytechnic, Ranebennur",Ranebennur,Karnataka
"RN Shetty Rural Polytechnic, Bhatkal",Murdeshwar,Karnataka
"Sri Venkateswara Polytechnic College, Vellore",Adukkamparai,Tamil Nadu
"Sriram Polytechnic College, Chennai",Veppampattu,Tamil Nadu
"Jhulelal Institute of Architecture, Nagpur",Lonare,Maharashtra
"Government Polytechnic, Rajpipla",Bharuch,Gujarat
"VIIT Polytechnic College, Bulandshahr",Bulandshahr,Uttar Pradesh
"Government Arts College, Dharmapuri",Salem,Tamil Nadu
"Techno Polytechnic, Durgapur",Durgapur,West Bengal
"Maharashtra Polytechnic, Ratnagiri",Mandangad,Maharashtra
"Shree Vinayaka Polytechnic, Kolar Gold Fields",Kolar Gold Fields,Karnataka
"Punjab Institute of Technology, Rajpura",Rajpura,Punjab
"Government Women's Polytechnic, Ranchi",Ranchi,Jharkhand
"Jindal School of Art and Architecture, Sonipat",Sonipat,Haryana
"Jain College of Engineering and Research, Belagavi",Belagavi,Karnataka
"Karavali Polytechnic, Mangalore",Mangalore,Karnataka
"Government Polytechnic College, Immadihalli",Bangalore,Karnataka
"Om Sai Vindhya College of Pharmacy, Mirzapur",Mirzapur,Uttar Pradesh
"Salbani Institute of Technology, Paschim Medinipur",Paschim Medinipur,West Bengal
"Swarrnim Institute of Technology, Gandhinagar",Gandhinagar,Gujarat
"Government Polytechnic College, Waidhan",Waidhan,Madhya Pradesh
"Al-Ameen Engineering College, Erode",Nanjaiuthukuli,Tamil Nadu
"Adarsh College of Engineering, Kakinada",Chebrolu,Andhra Pradesh
"Apex Institute of Engineering and Technology, Jaipur",Murlipura at Mishra Ka Barh,Rajasthan
"Baselios Mathews II College of Engineering, Kollam",Bharanikavu,Kerala
"Babu Banarsi Das Institute of Engineering Technology and Research Centre, Bulandshahr",Bulandshahr,Uttar Pradesh
"Bishop Jerome Institute, Kollam",Kollam,Kerala
"CMS College of Engineering and Technology, Coimbatore",Coimbatore North,Tamil Nadu
"Ramireddy Subbarami Reddy Engineering College, Nellore",Kadanuthala,Andhra Pradesh
"Birla Institute of Technology, Mesra, Noida Campus",Noida,Uttar Pradesh
"Sri YPR College of Engineering and Technology, Medak",Haveli Ghanpur,Telangana
"RNB Global University, Bikaner",Bikaner,Rajasthan
"ICAT Design and Media College, Chennai",Chennai,Tamil Nadu
"Asian Academy of Film and Television, Noida",Noida,Uttar Pradesh
"Sushant School of Art and Architecture, Gurgaon",Gurgaon,Haryana
"Maulana Mukhtar Ahmad Nadvi Technical Campus, Nashik",Malegaon,Maharashtra
"Sri Revana Siddeshwara Institute of Technology, Bangalore",Bangalore,Karnataka
"Krishna Engineering College, Bhilai",Bhilai,Chhattisgarh
"Modi Institute of Technology, Kota",Daulatganj at,Rajasthan
"Amiraj College of Engineering and Technology, Ahmedabad",Khoraj,Gujarat
"Sri Sunflower College of Engineering and Technology, Krishna",Lankapalli,Andhra Pradesh
"Sree Ernakulathappan College of Engineering and Management, Thrissur",Injakundu,Kerala
"PVKK Institute of Technology, Anantapur",Anantapur,Andhra Pradesh
"Sha-Shib College of Engineering, Chikkaballapur",Batthalahalli,Karnataka
"Kings Engineering College, Sriperumbudur",Sriperumbudur,Tamil Nadu
"Sandip Institute of Technology and Research Center, Nashik",Mahiravni,Maharashtra
"Jogaiah Institute of Technology and Sciences, Palakole",Kalagampudi,Andhra Pradesh
"GM Vedak Institute of Technology, Raigad",Tala,Maharashtra
"Eluru College of Engineering and Technology, Eluru",Eluru,Andhra Pradesh
"Dumkal Institute of Engineering and Technology, Murshidabad",Murshidabad,West Bengal
"Ashoka Women's Engineering College, Kurnool",Kurnool,Andhra Pradesh
"Aryan Institute of Technology, Ghaziabad",Ghaziabad,Uttar Pradesh
"Institute of Technology Marine Engineering, South 24 Parganas",Kolkata,West Bengal
"Impact College of Engineering and Applied Sciences, Bangalore",Bangalore,Karnataka
"Aarushi Group of Institutions, Warangal",Warangal,Telangana
"AVR and SVR College of Engineering and Technology, Kurnool",Nandyal,Andhra Pradesh
"Mahaveer Institute of Technology and Science, Jadan",Pali,Rajasthan
"Guwahati College of Architecture, Guwahati",Guwahati,Assam
"Suddhananda Residential Polytechnic, Bhubaneswar",Bhubaneswar,Odisha
"Swami Sachchidanand Polytechnic College, Visnagar",Visnagar,Gujarat
"ADJ Dharmambal Polytechnic College, Nagapattinam",Nagapattinam,Tamil Nadu
"Adarsh Institute of Technology, Vita",Vita,Maharashtra
"FX Polytechnic College, Tharuvai",Tharuvai,Tamil Nadu
"Shri Guru Hargobind Sahib Government Polytechnic College, Ranwan",Ranwan,Punjab
"Saint Kabir Polytechnic College, Fazilka",Lalanwali,Punjab
"Six Sigma Institute of Technology and Science, Rudrapur",Amarpur,Uttarakhand
"BCARE Institute of Management and Technology, Berhampore",Kanfala,West Bengal
"Siga Polytechnic College, Chennai",Chennai,Tamil Nadu
"Abasaheb Shivajirao Sitaram Patil Institute of Polytechnic, Jalgaon",Jalgaon,Maharashtra
"BLDE Association's Shri Sanganabasav Mahaswamiji Polytechnic, Vijayapura",Vijayapura,Karnataka
"IRT Polytechnic College, Tirunelveli",Tirunelveli,Tamil Nadu
"YB Patil Polytechnic, Pune",Pimpri-Chinchwad,Maharashtra
"The Kavery Polytechnic College, Salem",M.Kalipatti,Tamil Nadu
"Ammaiappar Polytechnic College, Dhalavaipuram",Kallupatti,Tamil Nadu
"Maharani Polytechnic College, Dharapuram",Dharapuram,Tamil Nadu
"Vallabh Budhi Polytechnic, Navsari",Navsari,Gujarat
"Government Polytechnic, Nabarangpur",Agnipur,Odisha
"DC School of Architecture and Design, Pullikkanam",Vagamon,Kerala
"Radhe Institute of Engineering and Technology, Upleta",Upleta,Gujarat
"SCM Institute of Engineering and Technology, Kolkata",Kolkata,West Bengal
"SR Government Polytechnic College, Sagar",Sagar,Madhya Pradesh
"Shri Sai Institute of Technology Polytechnic, Aurangabad",Aurangabad,Maharashtra
"Sri Sai Polytechnic College, Badhani",Badhani,Punjab
"Surajmal Agarwal College of Polytechnic, Kichha",Kichha,Uttarakhand
"Maharaja Institute of Technology, Thandavapura",Thandavapura,Karnataka
"Orphanage Polytechnic College, Edavanna",Edavanna,Kerala
"Theni College of Arts and Science, Theni",Veerapandi,Tamil Nadu
"Rathinam School of Architecture, Coimbatore",Coimbatore,Tamil Nadu
"St Mary's Engineering College, Bhuvanagiri",Bhuvanagiri,Telangana
"IK Gujral Punjab Technical University Campus, Mohali",Mohali,Punjab
"Government College of Engineering and Technology, Safapora",Ganderbal,Jammu and Kashmir
"Government Polytechnic, Etawah",Etawah,Uttar Pradesh
"Women's Polytechnic, Kolkata",Kolkata,West Bengal
"Government Polytechnic, Beed",Beed,Maharashtra
"Gregorian Institute of Technology, Kottayam",Kottayam,Kerala
