Name,City,State
"Sree Narayana Gurukulam College of Engineering, Ernakulam",Kadayirippu,Kerala
"PSIT-Pranveer Singh Institute of Technology, Kanpur",Kanpur,Uttar Pradesh
"Adani Institute of Infrastructure Engineering, Ahmedabad",Shantigram,Gujarat
"Acharya Polytechnic, Bangalore",Bangalore,Karnataka
"Devang Patel Institute of Advance Technology and Research, Petlad",Changa,Gujarat
"Vikram University, Ujjain",Ujjain,Madhya Pradesh
"CH Brahm Prakash Government Engineering College, Delhi",Delhi,Delhi
"Rajiv Gandhi Institute of Technology, Bangalore",Bangalore,Karnataka
CGC Landran - Chandigarh Group of Colleges,Landran,Punjab
"RCC Institute of Information Technology, Beliaghata",Kolkata,West Bengal
"Khalsa College, Amritsar",Amritsar,Punjab
"Tula's Institute The Engineering and Management College, Dehradun",Dehradun,Uttarakhand
"Central University of Karnataka, Gulbarga",Kalaburagi,Karnataka
"Arunachal University of Studies, Namsai",Namsai,Arunachal Pradesh
"Dairy Science College, Bengaluru",Bangalore,Karnataka
"Shivajirao S Jondhle Polytechnic, Asangaon",Asangaon,Maharashtra
"Darbhanga College of Engineering, Darbhanga",Mabbi Belauna,Bihar
"Dr SS Bhatnagar University Institute of Chemical Engineering and Technology, Chandigarh",Chandigarh,Chandigarh
"MM Engineering College, Mullana- Ambala",Ambala,Haryana
"Sardar Patel University, Balaghat",Balaghat,Madhya Pradesh
"Aryabhatta Knowledge University, Patna",Patna,Bihar
"Dronacharya College of Engineering, Gurgaon",Gurgaon,Haryana
"KK College of Engineering and Management, Nalanda",Nalanda,Bihar
"Bhagwan Parshuram Institute of Technology, Delhi",New Delhi,Delhi
NIPER Hyderabad - National Institute of Pharmaceutical Education and Research,Hyderabad,Telangana
"Aadishwar College of Technology, Gandhinagar",Bhoyan Rathod,Gujarat
"Model Polytechnic College, Vadakara",Vadakara,Kerala
"Brilliant Institute of Engineering and Technology, Hayathnagar",Hyderabad,Telangana
"Government Engineering College, Bharuch",Bharuch,Gujarat
"Sant Baba Bhag Singh University, Jalandhar",Jalandhar,Punjab
"Brainware University, Kolkata",Kolkata,West Bengal
"Finolex Academy of Management and Technology, Ratnagiri",Ratnagiri,Maharashtra
"Government College of Engineering, Srirangam",Fathimanagar,Tamil Nadu
GNIOT Greater Noida - Greater Noida Institute of Technology Engineering Institute,Greater Noida,Uttar Pradesh
"University College of Engineering and Technology, Bikaner",Bikaner,Rajasthan
"Maharashtra Institute of Technology, Aurangabad",Aurangabad,Maharashtra
"College of Agricultural Engineering and Technology, Akola",Akola Rural,Maharashtra
JIET Jodhpur - Jodhpur Institute of Engineering and Technology,Mogra,Rajasthan
"Sai Vidya Institute of Technology, Bangalore",Bangalore,Karnataka
"McGAN's Ooty School of Architecture, Ooty",Ooty,Tamil Nadu
"Zeal Polytechnic, Pune",Pune,Maharashtra
"Rajiv Gandhi University of Knowledge Technologies, Hyderabad",Hyderabad,Telangana
"Malla Reddy College of Engineering, Dhulapally",Secunderabad,Telangana
"Tolani Foundation Gandhidham Polytechnic, Gandhidham",Gandhidham,Gujarat
"Mukesh Patel School of Technology Management and Engineering, Shirpur",Shirpur,Maharashtra
BAMU Aurangabad - Dr Babasaheb Ambedkar Marathwada University,Aurangabad,Maharashtra
BCKV Nadia - Bidhan Chandra Krishi Vishwavidyalaya,Manpur,West Bengal
"Prof Rajendra Singh University, Prayagraj",Prayagraj,Uttar Pradesh
"University College of Engineering, Punjabi University, Patiala",Patiala,Punjab
"Smt Kashibai Navale College of Engineering, Vadgaon",Pune,Maharashtra
"MET Bhujbal Knowledge City, Nashik",Nashik,Maharashtra
IIIT Kota - Indian Institute of Information Technology,Jaipur,Rajasthan
"Advait Vedanta Institute of Technology, Jaipur",Jaipur,Rajasthan
"Dhanekula Institute of Engineering and Technology, Vijayawada",Gangur,Andhra Pradesh
"Dibrugarh University Institute of Engineering and Technology, Dibrugarh",Dibrugarh,Assam
"Government Polytechnic For Women, Chandigarh",Chandigarh,Chandigarh
"Neil Gogte Institute of Technology, Hyderabad",Hyderabad,Telangana
GCE Bargur - Government College of Engineering,Bargur,Tamil Nadu
Shoolini University Solan - Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh
"Karpagam Polytechnic College, Coimbatore",Coimbatore,Tamil Nadu
"Indore Women's Polytechnic College, Indore",Indore,Madhya Pradesh
"Kalaniketan Polytechnic College, Jabalpur",Jabalpur,Madhya Pradesh
"Noorul Islam Centre For Higher Education, Kanyakumari",Kanyakumari,Tamil Nadu
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology, Pune",Baramati,Maharashtra
"GEMS Polytechnic College, Ratanpura",Ratanpura,Bihar
"Swami Nithyananda Polytechnic College, Kanhangad",Kanhangad,Kerala
"Feroze Gandhi Polytechnic, Raebareli",Raebareli,Uttar Pradesh
"Government Polytechnic College for Women, Coimbatore",Coimbatore,Tamil Nadu
"Purnea College of Engineering, Purnea",Purnea,Bihar
ACET Amritsar - Amritsar College of Engineering and Technology,Amritsar,Punjab
ISICAL - Indian Statistical Institute Kolkata,Kolkata,West Bengal
"Guru Kashi University, Talwandi Sabo",Talwandi Sabo,Punjab
"JIS University, Kolkata",Kolkata,West Bengal
"Triguna Sen School of Technology, Assam University, Silchar",Silcoorie Grant,Assam
"Sanketika Polytechnic College, Visakhapatnam",Visakhapatnam,Andhra Pradesh
"Sigma Polytechnic, Vadodara",Vadodara,Gujarat
"Bhuvan Polytechnic, Yelahanka",Bangalore,Karnataka
"PSIT College of Engineering, Kanpur",Kanpur,Uttar Pradesh
BBAU Lucknow - Babasaheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh
"East Point College of Engineering and Technology, Bangalore",Bangalore,Karnataka
"Delhi Institute of Tool Engineering, Delhi",New Delhi,Delhi
"Government Polytechnic, Himmatnagar",Himmatnagar,Gujarat
"Pimpri Chinchwad Polytechnic, Pune",Pimpri-Chinchwad,Maharashtra
"Ramkrishna Mahato Government Engineering College, Purulia",Purulia,West Bengal
RGMCET Kurnool - Rajeev Gandhi Memorial College of Engineering and Technology,Kurnool,Andhra Pradesh
"State Institute of Engineering and Technology, Nilokheri",Nilokheri,Haryana
"Hindustan Electronics Academy, Bangalore",Bangalore,Karnataka
"Babu Banarasi Das Northern India Institute of Technology, Lucknow",Lucknow,Uttar Pradesh
"Dr DY Patil Institute of Engineering Management and Research, Pune",Pimpri-Chinchwad,Maharashtra
"Marian Engineering College, Thiruvananthapuram",Thiruvananthapuram,Kerala
"Ramgarh Engineering College, Ramgarh",Sukrigara Bamni,Jharkhand
"Thanthai Periyar EV Ramasamy Government Polytechnic College, Vellore",Vellore,Tamil Nadu
"Shyam University, Dausa",Dausa,Rajasthan
"Sree Dattha Institute of Engineering and Sciences, Ibrahimpatnam",Hyderabad,Telangana
JNTUK Kakinada - Jawaharlal Nehru Technological University,Kakinada,Andhra Pradesh
JNCASR Bangalore - Jawaharlal Nehru Centre for Advanced Scientific Research,Bangalore,Karnataka
"Shah and Anchor Kutchhi Engineering College, Mumbai",Mumbai,Maharashtra
"ATME College of Engineering, Mysore",Mysuru,Karnataka
"Aayojan School of Architecture and Design, Pune",Pune,Maharashtra
"Arulmigu Palaniandavar Polytechnic College, Palani",Palani,Tamil Nadu
"Anurag College of Engineering, Ghatkesar",Ghatkesar,Telangana
"Oriental College of Technology, Bhopal",Bhopal,Madhya Pradesh
SVCET Chittoor - Sri Venkateswara College of Engineering and Technology,Tirupati,Andhra Pradesh
"M Kumarasamy College of Engineering, Karur",Malayampalayam,Tamil Nadu
"Bhagwan Arihant Institute of Technology, Surat",Surat,Gujarat
"Guru Nanak Institute of Technology, Kolkata",Kolkata,West Bengal
"Adikavi Nannaya University, Rajahmundry",Rajahmundry,Andhra Pradesh
JUET Guna - Jaypee University of Engineering and Technology,Chetabarri,Madhya Pradesh
"IET Agra - Institute of Engineering and Technology, Dr BR Ambedkar University",Agra,Uttar Pradesh
"NIMRA College of Engineering and Technology, Vijayawada",Vijayawada,Andhra Pradesh
"Dr TMA Pai Polytechnic, Manipal",Manipal,Karnataka
"Amity Institute of Aerospace Engineering, Noida",Noida,Uttar Pradesh
"Navrachana University, Vadodara",Vadodara,Gujarat
"Baba Ghulam Shah Badshah University, Jammu",Jammu,Jammu and Kashmir
"United Institute of Technology, Allahabad",Allahabad,Uttar Pradesh
"Institute of Engineering & Technology, Lucknow",Lucknow,Uttar Pradesh
"Sri Dharmasthala Manjunatheshwara Institute of Technology, Ujire",Ujire,Karnataka
RKGIT Ghaziabad - Raj Kumar Goel Institute of Technology,Ghaziabad,Uttar Pradesh
"Government Polytechnic, Valsad",Valsad,Gujarat
"Alagappa Polytechnic College, Karaikudi",Karaikudi,Tamil Nadu
"Era University, Lucknow",Lucknow,Uttar Pradesh
"St Martin's Engineering College, Secunderabad",Hyderabad,Telangana
"Sree Buddha College of Engineering, Alappuzha",Alappuzha,Kerala
"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",Thiruvananthapuram,Kerala
"Mahendra Engineering College, Namakkal",Mallasamudram,Tamil Nadu
"Malla Reddy College of Engineering for Women, Hyderabad",Medchal,Telangana
"Nilachal Polytechnic, Bhubaneswar",Bhubaneswar,Odisha
"Swami Keshvanand Institute of Technology, Management and Gramothan, Jaipur",Jaipur,Rajasthan
"Aditya Institute of Technology and Management, Tekkali",K Kotturu,Andhra Pradesh
"Sri Krishna Institute of Technology, Bangalore",Bangalore,Karnataka
"SKN Sinhgad College of Engineering, Korti",Pandharpur,Maharashtra
"Rizvi College of Engineering, Bandra",Mumbai,Maharashtra
"Sri Krishnadevaraya University College of Engineering and Technology, Anantapuram",Anantapur,Andhra Pradesh
"Institute of Radio Physics and Electronics, University of Calcutta, Kolkata",Kolkata,West Bengal
"University College of Engineering, Nagercoil",Nagercoil,Tamil Nadu
"MLV Government Textile and Engineering College, Bhilwara",Bhilwara,Rajasthan
"Lokmanya Tilak College of Engineering, Navi Mumbai",Navi Mumbai,Maharashtra
"Shri Shankaracharya Engineering College, Bhilai",Bhilai,Chhattisgarh
"Institute of Shipbuilding Technology, Goa",Vasco da Gama,Goa
"College of Basic Sciences and Humanities, GB Pant University of Agriculture and Technology, Pantnagar",Pantnagar,Uttarakhand
"GH Raisoni College of Engineering and Management, Pune",Pune,Maharashtra
"West Bengal University of Animal and Fishery Sciences, Kolkata",Kolkata,West Bengal
"GD Goenka University, Gurgaon",Gurgaon,Haryana
"Vishwakarma University, Pune",Pune,Maharashtra
IIT Jammu - Indian Institute of Technology,Jammu,Jammu and Kashmir
"Institute of Printing Technology and Government Polytechnic College, Shoranur",Kulappully,Kerala
"Shri Sai Baba Polytechnic College, Tiruchengode",Tiruchengode,Tamil Nadu
"Guru Teg Bahadur Institute of Technology, Delhi",New Delhi,Delhi
"Government Engineering College, Haveri",Devagiri,Karnataka
"AKS University, Satna",Satna,Madhya Pradesh
"Thakur Institute of Aviation Technology, Mumbai",Mumbai,Maharashtra
"Sasmira Institute of Man Made Textiles, Mumbai",Mumbai,Maharashtra
"Sanjivani KBP Polytechnic, Kopargaon",Kopargaon,Maharashtra
"Smt Premalatai Chavan Polytechnic, Karad",Karad,Maharashtra
Chitkara University Chandigarh - Chitkara University,Patiala,Punjab
"Sinhgad Academy of Engineering, Kondhwa",Pune,Maharashtra
SSGI Bhilai - Shri Shankaracharya Group of Institutions,Bhilai,Chhattisgarh
"The Oxford Polytechnic, Bangalore",Bangalore,Karnataka
"Girija Devi Polytechnic College, Bhojpur",Bihiya,Bihar
"College of Agricultural Engineering and Technology, Bhubaneswar",Bhubaneswar,Odisha
"Hindusthan Polytechnic College, Coimbatore",Othakalmandapam,Tamil Nadu
"Nitra Technical Campus, Ghaziabad",Ghaziabad,Uttar Pradesh
NIT Arunachal Pradesh - National Institute of Technology,Papum Pare,Arunachal Pradesh
"Sir CR Reddy College of Engineering, Eluru",Eluru,Andhra Pradesh
"Institute of Science and Technology, Paschim Medinipur",Dhunrabila,West Bengal
"IES College of Technology, Bhopal",Bhopal,Madhya Pradesh
"Government Women's Polytechnic College, Bhopal",Bhopal,Madhya Pradesh
"KU College of Engineering and Technology, Warangal",Hanamkonda,Telangana
Kashmir University - University of Kashmir,Srinagar,Jammu and Kashmir
GEC Idukki - Government Engineering College,Idukki Township,Kerala
"St Vincent Pallotti College of Engineering and Technology, Nagpur",Nagpur,Maharashtra
"MGM'S Polytechnic College, Aurangabad",Aurangabad,Maharashtra
"Dr BR Ambedkar University, Srikakulam",Srikakulam,Andhra Pradesh
"Academy of Maritime Education and Training, Kanathur",Kanathur Reddikuppam,Tamil Nadu
"Dhanalakshmi Srinivasan Institute of Research and Technology, Perambalur",Perambalur,Tamil Nadu
"JIS College of Engineering, Nadia",Nadia,West Bengal
"University College of Engineering and Technology for Women KU Campus, Warangal",Warangal,Telangana
"Government Polytechnic, Gopalganj",Gopalganj,Bihar
"Sri Ramakrishna Institute of Technology, Coimbatore",Coimbatore,Tamil Nadu
"Sagar Institute of Research and Technology, Bhopal",Bhopal,Madhya Pradesh
"Government Polytechnic, Rajkot",Rajkot,Gujarat
"Bangalore College of Engineering and Technology, Bangalore",Bangalore,Karnataka
"Central Institute of Plastics Engineering and Technology, Ahmedabad",Ahmedabad,Gujarat
"Sri Krishna Arts and Science College, Coimbatore",Coimbatore,Tamil Nadu
"Satyam International Institute of Technology, Patna",Patna,Bihar
"Uday Prasad Uday Government Polytechnic, Durg",Durg,Chhattisgarh
"Government Polytechnic College, Chelakkara",Chelakkara,Kerala
"Bhopal Institute of Technology, Bhopal",Bhopal,Madhya Pradesh
"Methodist College of Engineering and Technology, Hyderabad",Hyderabad,Telangana
"Rajkiya Engineering College, Kannauj",Kannauj,Uttar Pradesh
"Raja Jait Singh Government Polytechnic, Faridabad",Faridabad,Haryana
"Guru Nanak Dev University Regional Campus, Jalandhar",Jalandhar,Punjab
"Sangam University, Bhilwara",Gathila Kheda,Rajasthan
"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal
"Visvesvaraya Technological University, Belagavi",Belgaum,Karnataka
"DY Patil College of Engineering and Technology, Kolhapur",Kolhapur,Maharashtra
"Inderprastha Engineering College, Ghaziabad",Ghaziabad,Uttar Pradesh
"Institute of Design Environment and Architecture, Nashik",Nashik,Maharashtra
"Silchar Polytechnic, Silchar",Silchar,Assam
"Centurion Institute of Technology, Bhubaneswar",Khurdha,Odisha
"Annamacharya Institute of Technology and Sciences, Tirupathi",Tirupati,Andhra Pradesh
"Maharaja Krishnakumarsinhji Bhavnagar University, Bhavnagar",Bhavnagar,Gujarat
"College of Engineering and Management, Kolaghat",Kolaghat,West Bengal
"Vignan's Lara Institute of Technology and Science, Guntur",Vadlamudi,Andhra Pradesh
"PES College of Engineering, Aurangabad",Aurangabad,Maharashtra
"Government Polytechnic, Kashipur",Kashipur,Uttarakhand
"Ramakrishna Mission Polytechnic College, Chennai",Chennai,Tamil Nadu
"Srinivasa Ramanujan Institute of Technology, Anantapur",Chedulla,Andhra Pradesh
SSPU Pune - Symbiosis Skills and Open University,Dehu Road,Maharashtra
"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College, Chennai",Chennai,Tamil Nadu
"KLR College of Engineering and Technology, Palwancha",Palwancha,Telangana
"Manav Institute of Technology and Management, Hisar",Hisar,Haryana
"Deogiri Institute of Engineering and Management Studies, Aurangabad",Aurangabad,Maharashtra
"Chandigarh Polytechnic College, Mohali",Gharuan,Punjab
"Azad Polytechnic College, Lucknow",Lucknow,Uttar Pradesh
"College of Food Technology, Thumburmuzhy",Ayyampuzha,Kerala
"Government Polytechnic College, Mattanur",Kannur,Kerala
"Government Engineering College, Valsad",Valsad,Gujarat
"G Pullaiah College of Engineering and Technology, Kurnool",Kurnool,Andhra Pradesh
IIIT Bhopal - Indian Institute of Information Technology,Bhopal,Madhya Pradesh
"Stanley College of Engineering and Technology for Women, Hyderabad",Hyderabad,Telangana
"Mahaveer Institute of Science and Technology, Hyderabad",Hyderabad,Telangana
"Francis Xavier Engineering College, Tirunelveli",Tirunelveli,Tamil Nadu
"Allana College of Architecture, Pune",Pune,Maharashtra
"Hewett Polytechnic, Lucknow",Lucknow,Uttar Pradesh
"School of Health Sciences, UPES Dehradun - School of Health Sciences, University of Petroleum and Energy Studies",Dehradun,Uttarakhand
"Bhagwan Mahavir College of Engineering and Technology, Surat",Surat,Gujarat
"Global Institute of Technology, Jaipur",Jaipur,Rajasthan
"Government Engineering College, Ramanagara",Ramanagara,Karnataka
"PAC Ramasamy Raja Polytechnic College, Rajapalayam",Rajapalayam,Tamil Nadu
"MEASI Academy of Architecture, Chennai",Chennai,Tamil Nadu
"Anand Engineering College, Agra",Runkata,Uttar Pradesh
"KLE Society's BV Bhoomaraddi College of Engineering and Technology, Hubli",Hubli,Karnataka
"Hemchandracharya North Gujarat University, Patan",Patan,Gujarat
"CSMSS CHH Shahu College of Engineering, Aurangabad",Aurangabad,Maharashtra
"Bengal College of Polytechnic, Durgapur",Durgapur,West Bengal
"Sree Ramkrishna Silpa Vidyapith, Birbhum",Suri,West Bengal
"Government Polytechnic, Sundernagar",Chaterokhri,Himachal Pradesh
